condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement
agents composite,kidssol,150,0.260000,2.389709,1.772050,0.741534,,150,tous,150,non teste,nominal,auto evaluation
agents entretien (v3),kidssol,150,0.306667,2.389709,1.854589,0.776073,,150,tous,150,non teste,nominal,auto evaluation
agents enquete,kidssol,150,0.406667,2.389709,1.285864,0.538084,,150,tous,150,non teste,nominal,auto evaluation
agents demographiques (v6),kidssol,150,0.446667,2.389709,1.061974,0.444395,,150,tous,150,non teste,nominal,auto evaluation
agents v7,kidssol,148,0.550180,2.389709,1.015695,0.425029,,150,tous,150,non teste,nominal,auto evaluation
agents v8,kidssol,150,0.680000,2.389709,0.780736,0.326707,,150,tous,150,non teste,nominal,auto evaluation
C2,kidssol,150,0.553333,2.389709,1.193848,0.499579,,150,tous,150,non teste,nominal,auto evaluation
C3,kidssol,150,0.446667,2.389709,1.001986,0.419292,,150,tous,150,non teste,nominal,auto evaluation
B0 mode,kidssol,150,0.686667,2.389709,0.000000,0.000000,,150,tous,150,non teste,nominal,auto evaluation
B0 tirage,kidssol,150,0.113333,2.389709,2.445498,1.023346,,150,tous,150,non teste,nominal,auto evaluation
B1 argmax,kidssol,150,0.133333,2.389709,2.091438,0.875185,,150,tous,150,non teste,nominal,auto evaluation
B2 argmax,kidssol,150,0.406667,2.389709,1.277098,0.534416,,150,tous,150,non teste,nominal,auto evaluation
B3 foret,kidssol,150,0.320000,2.389709,1.593321,0.666743,,150,tous,150,non teste,nominal,auto evaluation
humains vague 2,kidssol,150,0.093333,2.389709,2.392843,1.001312,,150,tous,150,non teste,nominal,auto evaluation
agents composite,spanking,150,0.095556,1.985214,1.599443,0.805678,0.051111,150,tous,150,temoin,ordinal 3 et plus,attitude
agents entretien (v3),spanking,150,0.108889,1.985214,1.641719,0.826973,0.108889,150,tous,150,temoin,ordinal 3 et plus,attitude
agents enquete,spanking,150,0.075556,1.985214,1.708767,0.860747,0.071111,150,tous,150,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),spanking,150,0.155556,1.985214,1.166295,0.587491,0.013333,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v7,spanking,149,0.141163,1.985214,1.476316,0.743656,0.110947,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v8,spanking,150,0.064444,1.985214,1.842584,0.928154,0.064444,150,tous,150,temoin,ordinal 3 et plus,attitude
C2,spanking,150,0.100000,1.985214,1.811977,0.912736,0.064444,150,tous,150,temoin,ordinal 3 et plus,attitude
C3,spanking,150,0.153333,1.985214,1.511928,0.761594,0.153333,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 mode,spanking,150,0.313333,1.985214,0.000000,0.000000,-0.197778,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 tirage,spanking,150,0.022222,1.985214,1.980616,0.997684,-0.013333,150,tous,150,temoin,ordinal 3 et plus,attitude
B1 argmax,spanking,150,0.026667,1.985214,1.921082,0.967695,0.004444,150,tous,150,temoin,ordinal 3 et plus,attitude
B2 argmax,spanking,150,0.091111,1.985214,1.691667,0.852133,0.091111,150,tous,150,temoin,ordinal 3 et plus,attitude
B3 foret,spanking,150,0.075556,1.985214,1.707718,0.860218,-0.017778,150,tous,150,temoin,ordinal 3 et plus,attitude
humains vague 2,spanking,150,0.008889,1.985214,1.985214,1.000000,0.008889,150,tous,150,temoin,ordinal 3 et plus,attitude
agents composite,divlaw,150,0.053333,1.437645,1.304438,0.907344,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents entretien (v3),divlaw,150,0.146667,1.437645,1.421792,0.988973,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents enquete,divlaw,150,0.070000,1.437645,1.487394,1.034605,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents demographiques (v6),divlaw,149,0.119217,1.437645,1.024213,0.712424,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents v7,divlaw,149,0.089016,1.437645,1.151633,0.801056,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents v8,divlaw,150,0.083333,1.437645,1.528464,1.063172,,150,tous,150,non teste,ordinal 3 et plus,attitude
C2,divlaw,150,0.076667,1.437645,1.542623,1.073021,,150,tous,150,non teste,ordinal 3 et plus,attitude
C3,divlaw,150,0.536667,1.437645,0.449852,0.312909,,150,tous,150,non teste,ordinal 3 et plus,attitude
B0 mode,divlaw,150,0.236667,1.437645,0.000000,0.000000,,150,tous,150,non teste,ordinal 3 et plus,attitude
B0 tirage,divlaw,150,0.050000,1.437645,1.254660,0.872719,,150,tous,150,non teste,ordinal 3 et plus,attitude
B1 argmax,divlaw,150,0.083333,1.437645,1.146095,0.797203,,150,tous,150,non teste,ordinal 3 et plus,attitude
B2 argmax,divlaw,150,0.076667,1.437645,1.225966,0.852760,,150,tous,150,non teste,ordinal 3 et plus,attitude
B3 foret,divlaw,150,0.100000,1.437645,0.851016,0.591952,,150,tous,150,non teste,ordinal 3 et plus,attitude
humains vague 2,divlaw,150,0.006667,1.437645,1.420430,0.988026,,150,tous,150,non teste,ordinal 3 et plus,attitude
agents composite,sexeduc,150,0.000000,0.606244,0.606244,1.000000,0.000000,150,tous,150,temoin,binaire,attitude
agents entretien (v3),sexeduc,150,0.140000,0.606244,0.869185,1.433721,-0.140000,150,tous,150,temoin,binaire,attitude
agents enquete,sexeduc,150,0.080000,0.606244,0.776964,1.281602,-0.080000,150,tous,150,temoin,binaire,attitude
agents demographiques (v6),sexeduc,149,0.052707,0.606244,0.454392,0.749519,0.052707,150,tous,150,temoin,binaire,attitude
agents v7,sexeduc,149,0.079553,0.606244,0.359902,0.593658,0.079553,150,tous,150,temoin,binaire,attitude
agents v8,sexeduc,150,0.086667,0.606244,0.788586,1.300772,-0.086667,150,tous,150,temoin,binaire,attitude
C2,sexeduc,150,0.053333,0.606244,0.726737,1.198753,-0.053333,150,tous,150,temoin,binaire,attitude
C3,sexeduc,150,0.500000,0.606244,0.941819,1.553530,-0.500000,150,tous,150,temoin,binaire,attitude
B0 mode,sexeduc,150,0.146667,0.606244,0.000000,0.000000,0.146667,150,tous,150,temoin,binaire,attitude
B0 tirage,sexeduc,150,0.020000,0.606244,0.654831,1.080144,-0.020000,150,tous,150,temoin,binaire,attitude
B1 argmax,sexeduc,150,0.140000,0.606244,0.062587,0.103237,0.140000,150,tous,150,temoin,binaire,attitude
B2 argmax,sexeduc,150,0.133333,0.606244,0.106967,0.176442,0.133333,150,tous,150,temoin,binaire,attitude
B3 foret,sexeduc,150,0.146667,0.606244,0.000000,0.000000,0.146667,150,tous,150,temoin,binaire,attitude
humains vague 2,sexeduc,150,0.026667,0.606244,0.534170,0.881113,0.026667,150,tous,150,temoin,binaire,attitude
agents composite,pillok,150,0.073333,1.877165,1.973758,1.051456,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents entretien (v3),pillok,150,0.088889,1.877165,1.953904,1.040880,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents enquete,pillok,150,0.097778,1.877165,1.837083,0.978647,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents demographiques (v6),pillok,150,0.124444,1.877165,1.442132,0.768250,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents v7,pillok,149,0.116957,1.877165,1.370593,0.730140,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents v8,pillok,150,0.046667,1.877165,1.930606,1.028469,,150,tous,150,investiguer,ordinal 3 et plus,attitude
C2,pillok,150,0.051111,1.877165,1.715681,0.913974,,150,tous,150,investiguer,ordinal 3 et plus,attitude
C3,pillok,150,0.371111,1.877165,0.810761,0.431907,,150,tous,150,investiguer,ordinal 3 et plus,attitude
B0 mode,pillok,150,0.173333,1.877165,0.726737,0.387146,,150,tous,150,investiguer,ordinal 3 et plus,attitude
B0 tirage,pillok,150,0.033333,1.877165,1.811756,0.965155,,150,tous,150,investiguer,ordinal 3 et plus,attitude
B1 argmax,pillok,150,0.064444,1.877165,1.710047,0.910973,,150,tous,150,investiguer,ordinal 3 et plus,attitude
B2 argmax,pillok,150,0.120000,1.877165,1.499286,0.798697,,150,tous,150,investiguer,ordinal 3 et plus,attitude
B3 foret,pillok,150,0.126667,1.877165,1.400977,0.746326,,150,tous,150,investiguer,ordinal 3 et plus,attitude
humains vague 2,pillok,150,0.006667,1.877165,1.867408,0.994802,,150,tous,150,investiguer,ordinal 3 et plus,attitude
agents composite,xmarsex,150,0.166667,1.615377,0.766793,0.474684,0.166667,150,tous,150,sensible,ordinal 3 et plus,attitude
agents entretien (v3),xmarsex,150,0.164444,1.615377,0.747818,0.462937,0.164444,150,tous,150,sensible,ordinal 3 et plus,attitude
agents enquete,xmarsex,150,0.082222,1.615377,1.205573,0.746310,0.082222,150,tous,150,sensible,ordinal 3 et plus,attitude
agents demographiques (v6),xmarsex,150,0.173333,1.615377,0.722418,0.447213,0.173333,150,tous,150,sensible,ordinal 3 et plus,attitude
agents v7,xmarsex,150,0.142222,1.615377,0.945092,0.585060,0.142222,150,tous,150,sensible,ordinal 3 et plus,attitude
agents v8,xmarsex,150,0.040000,1.615377,1.664119,1.030174,-0.022222,150,tous,150,sensible,ordinal 3 et plus,attitude
C2,xmarsex,150,0.255556,1.615377,1.122660,0.694983,-0.255556,150,tous,150,sensible,ordinal 3 et plus,attitude
C3,xmarsex,150,0.375556,1.615377,1.318451,0.816187,-0.375556,150,tous,150,sensible,ordinal 3 et plus,attitude
B0 mode,xmarsex,150,0.235556,1.615377,0.000000,0.000000,0.235556,150,tous,150,sensible,ordinal 3 et plus,attitude
B0 tirage,xmarsex,150,0.024444,1.615377,1.552679,0.961186,0.006667,150,tous,150,sensible,ordinal 3 et plus,attitude
B1 argmax,xmarsex,150,0.115556,1.615377,1.103323,0.683013,0.115556,150,tous,150,sensible,ordinal 3 et plus,attitude
B2 argmax,xmarsex,150,0.068889,1.615377,1.300377,0.804999,0.068889,150,tous,150,sensible,ordinal 3 et plus,attitude
B3 foret,xmarsex,150,0.168889,1.615377,0.782251,0.484253,0.168889,150,tous,150,sensible,ordinal 3 et plus,attitude
humains vague 2,xmarsex,150,0.024444,1.615377,1.484045,0.918699,0.024444,150,tous,150,sensible,ordinal 3 et plus,attitude
agents composite,homosex,150,0.040000,1.607897,1.302636,0.810149,0.035556,150,tous,150,temoin,ordinal 3 et plus,attitude
agents entretien (v3),homosex,149,0.076197,1.607897,1.166804,0.725671,-0.015496,150,tous,150,temoin,ordinal 3 et plus,attitude
agents enquete,homosex,150,0.080000,1.607897,1.273613,0.792099,-0.044444,150,tous,150,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),homosex,150,0.073333,1.607897,1.156916,0.719521,-0.011111,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v7,homosex,150,0.135556,1.607897,0.843988,0.524902,0.135556,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v8,homosex,150,0.048889,1.607897,1.287851,0.800954,0.040000,150,tous,150,temoin,ordinal 3 et plus,attitude
C2,homosex,150,0.215556,1.607897,0.452308,0.281304,0.215556,150,tous,150,temoin,ordinal 3 et plus,attitude
C3,homosex,150,0.084444,1.607897,0.915037,0.569089,0.084444,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 mode,homosex,150,0.308889,1.607897,0.000000,0.000000,0.308889,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 tirage,homosex,150,0.093333,1.607897,1.748072,1.087179,-0.093333,150,tous,150,temoin,ordinal 3 et plus,attitude
B1 argmax,homosex,150,0.100000,1.607897,0.978429,0.608515,0.100000,150,tous,150,temoin,ordinal 3 et plus,attitude
B2 argmax,homosex,150,0.111111,1.607897,0.816005,0.507498,0.111111,150,tous,150,temoin,ordinal 3 et plus,attitude
B3 foret,homosex,150,0.128889,1.607897,0.684886,0.425952,0.128889,150,tous,150,temoin,ordinal 3 et plus,attitude
humains vague 2,homosex,150,0.013333,1.607897,1.593647,0.991138,-0.004444,150,tous,150,temoin,ordinal 3 et plus,attitude
agents composite,marhomo,150,0.073333,1.929389,1.980120,1.026294,-0.073333,150,tous,150,temoin,ordinal 3 et plus,attitude
agents entretien (v3),marhomo,150,0.081667,1.929389,1.868419,0.968399,-0.081667,150,tous,150,temoin,ordinal 3 et plus,attitude
agents enquete,marhomo,150,0.111667,1.929389,1.860346,0.964215,-0.111667,150,tous,150,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),marhomo,150,0.103333,1.929389,1.905263,0.987496,-0.096667,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v7,marhomo,150,0.066667,1.929389,1.715729,0.889260,0.053333,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v8,marhomo,150,0.088333,1.929389,1.926350,0.998425,-0.065000,150,tous,150,temoin,ordinal 3 et plus,attitude
C2,marhomo,150,0.096667,1.929389,1.430820,0.741592,0.096667,150,tous,150,temoin,ordinal 3 et plus,attitude
C3,marhomo,150,0.093333,1.929389,1.831574,0.949303,-0.046667,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 mode,marhomo,150,0.291667,1.929389,0.000000,0.000000,0.291667,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 tirage,marhomo,150,0.026667,1.929389,1.863203,0.965696,0.026667,150,tous,150,temoin,ordinal 3 et plus,attitude
B1 argmax,marhomo,150,0.106667,1.929389,1.403708,0.727540,0.106667,150,tous,150,temoin,ordinal 3 et plus,attitude
B2 argmax,marhomo,150,0.118333,1.929389,1.288192,0.667668,0.118333,150,tous,150,temoin,ordinal 3 et plus,attitude
B3 foret,marhomo,150,0.168333,1.929389,0.753333,0.390452,0.168333,150,tous,150,temoin,ordinal 3 et plus,attitude
humains vague 2,marhomo,150,0.016667,1.929389,2.022385,1.048200,-0.010000,150,tous,150,temoin,ordinal 3 et plus,attitude
agents composite,discaff,150,0.036667,1.359677,1.276488,0.938817,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents entretien (v3),discaff,150,0.093333,1.359677,1.379285,1.014421,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents enquete,discaff,150,0.070000,1.359677,1.447415,1.064529,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents demographiques (v6),discaff,150,0.050000,1.359677,1.189210,0.874627,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v7,discaff,150,0.146667,1.359677,0.956504,0.703479,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents v8,discaff,150,0.073333,1.359677,1.409162,1.036394,,150,tous,150,temoin,ordinal 3 et plus,attitude
C2,discaff,150,0.163333,1.359677,0.879365,0.646745,,150,tous,150,temoin,ordinal 3 et plus,attitude
C3,discaff,150,0.256667,1.359677,0.332254,0.244362,,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 mode,discaff,150,0.286667,1.359677,0.000000,0.000000,,150,tous,150,temoin,ordinal 3 et plus,attitude
B0 tirage,discaff,150,0.040000,1.359677,1.348161,0.991530,,150,tous,150,temoin,ordinal 3 et plus,attitude
B1 argmax,discaff,150,0.070000,1.359677,1.190020,0.875222,,150,tous,150,temoin,ordinal 3 et plus,attitude
B2 argmax,discaff,150,0.106667,1.359677,1.022207,0.751802,,150,tous,150,temoin,ordinal 3 et plus,attitude
B3 foret,discaff,150,0.146667,1.359677,0.901042,0.662688,,150,tous,150,temoin,ordinal 3 et plus,attitude
humains vague 2,discaff,150,0.023333,1.359677,1.407138,1.034906,,150,tous,150,temoin,ordinal 3 et plus,attitude
agents composite,abdefect,150,0.033333,0.684886,0.606244,0.885176,,150,tous,150,temoin,binaire,attitude
agents entretien (v3),abdefect,150,0.020000,0.684886,0.639119,0.933175,,150,tous,150,temoin,binaire,attitude
agents enquete,abdefect,150,0.073333,0.684886,0.821328,1.199218,,150,tous,150,temoin,binaire,attitude
agents demographiques (v6),abdefect,150,0.106667,0.684886,0.383051,0.559291,,150,tous,150,temoin,binaire,attitude
agents v7,abdefect,150,0.126667,0.684886,0.305200,0.445622,,150,tous,150,temoin,binaire,attitude
agents v8,abdefect,150,0.000000,0.684886,0.684886,1.000000,,150,tous,150,temoin,binaire,attitude
C2,abdefect,150,0.046667,0.684886,0.776964,1.134443,,150,tous,150,temoin,binaire,attitude
C3,abdefect,150,0.226667,0.684886,0.979526,1.430203,,150,tous,150,temoin,binaire,attitude
B0 mode,abdefect,150,0.180000,0.684886,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
B0 tirage,abdefect,150,0.040000,0.684886,0.764976,1.116940,,150,tous,150,temoin,binaire,attitude
B1 argmax,abdefect,150,0.140000,0.684886,0.247101,0.360792,,150,tous,150,temoin,binaire,attitude
B2 argmax,abdefect,150,0.086667,0.684886,0.452308,0.660414,,150,tous,150,temoin,binaire,attitude
B3 foret,abdefect,150,0.180000,0.684886,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
humains vague 2,abdefect,150,0.020000,0.684886,0.639119,0.933175,,150,tous,150,temoin,binaire,attitude
agents composite,abnomore,150,0.013333,0.929628,0.941819,1.013114,,150,tous,150,temoin,binaire,attitude
agents entretien (v3),abnomore,150,0.080000,0.929628,0.831555,0.894504,,150,tous,150,temoin,binaire,attitude
agents enquete,abnomore,150,0.073333,0.929628,0.841450,0.905147,,150,tous,150,temoin,binaire,attitude
agents demographiques (v6),abnomore,150,0.146667,0.929628,0.713202,0.767191,,150,tous,150,temoin,binaire,attitude
agents v7,abnomore,150,0.260000,0.929628,0.406988,0.437797,,150,tous,150,temoin,binaire,attitude
agents v8,abnomore,149,0.064832,0.929628,0.853624,0.918243,,150,tous,150,temoin,binaire,attitude
C2,abnomore,150,0.126667,0.929628,0.752615,0.809588,,150,tous,150,temoin,binaire,attitude
C3,abnomore,150,0.153333,0.929628,1.004681,1.080735,,150,tous,150,temoin,binaire,attitude
B0 mode,abnomore,150,0.340000,0.929628,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
B0 tirage,abnomore,150,0.073333,0.929628,0.983027,1.057441,,150,tous,150,temoin,binaire,attitude
B1 argmax,abnomore,150,0.053333,0.929628,0.869185,0.934982,,150,tous,150,temoin,binaire,attitude
B2 argmax,abnomore,150,0.040000,0.929628,0.886100,0.953177,,150,tous,150,temoin,binaire,attitude
B3 foret,abnomore,150,0.106667,0.929628,0.788586,0.848281,,150,tous,150,temoin,binaire,attitude
humains vague 2,abnomore,150,0.026667,0.929628,0.952887,1.025020,,150,tous,150,temoin,binaire,attitude
agents composite,abhlth,150,0.013333,0.452308,0.494588,1.093476,,150,tous,150,temoin,binaire,attitude
agents entretien (v3),abhlth,150,0.046667,0.452308,0.276874,0.612135,,150,tous,150,temoin,binaire,attitude
agents enquete,abhlth,150,0.053333,0.452308,0.606244,1.340335,,150,tous,150,temoin,binaire,attitude
agents demographiques (v6),abhlth,150,0.093333,0.452308,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
agents v7,abhlth,150,0.086667,0.452308,0.062587,0.138372,,150,tous,150,temoin,binaire,attitude
agents v8,abhlth,150,0.053333,0.452308,0.247101,0.546311,,150,tous,150,temoin,binaire,attitude
C2,abhlth,150,0.073333,0.452308,0.654831,1.447755,,150,tous,150,temoin,binaire,attitude
C3,abhlth,150,0.046667,0.452308,0.589048,1.302315,,150,tous,150,temoin,binaire,attitude
B0 mode,abhlth,150,0.093333,0.452308,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
B0 tirage,abhlth,150,0.073333,0.452308,0.146250,0.323340,,150,tous,150,temoin,binaire,attitude
B1 argmax,abhlth,150,0.086667,0.452308,0.062587,0.138372,,150,tous,150,temoin,binaire,attitude
B2 argmax,abhlth,150,0.093333,0.452308,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
B3 foret,abhlth,150,0.093333,0.452308,0.000000,0.000000,,150,tous,150,temoin,binaire,attitude
humains vague 2,abhlth,150,0.013333,0.452308,0.406988,0.899803,,150,tous,150,temoin,binaire,attitude
agents composite,abpoor,150,0.033333,0.909190,0.941819,1.035887,,150,tous,150,investiguer,binaire,attitude
agents entretien (v3),abpoor,150,0.060000,0.909190,0.831555,0.914611,,150,tous,150,investiguer,binaire,attitude
agents enquete,abpoor,150,0.053333,0.909190,0.841450,0.925493,,150,tous,150,investiguer,binaire,attitude
agents demographiques (v6),abpoor,150,0.126667,0.909190,0.713202,0.784436,,150,tous,150,investiguer,binaire,attitude
agents v7,abpoor,150,0.260000,0.909190,0.332254,0.365439,,150,tous,150,investiguer,binaire,attitude
agents v8,abpoor,149,0.064966,0.909190,0.824000,0.906301,,150,tous,150,investiguer,binaire,attitude
C2,abpoor,150,0.126667,0.909190,0.713202,0.784436,,150,tous,150,investiguer,binaire,attitude
C3,abpoor,150,0.060000,0.909190,0.831555,0.914611,,150,tous,150,investiguer,binaire,attitude
