condition,axe_transport,variante,lambda,mesure,ratio_inter,ratio_intra,exactitude,diversite_conservee,accord_paires,part_changee
agents demographiques (v8),profil croise,naive,0.5,gini_simpson,1.8306,0.7726,0.5315,0.8051,0.5789,0.1242
agents demographiques (v8),profil croise,naive,0.5,variance_ordinale,1.9492,0.8554,0.5315,0.8051,0.5789,0.1242
agents demographiques (v8),profil croise,informee,0.5,entropie,1.5371,0.7619,0.5381,0.8051,0.5789,0.1242
agents demographiques (v8),profil croise,informee,0.5,gini_simpson,1.8306,0.7726,0.5381,0.8051,0.5789,0.1242
agents demographiques (v8),profil croise,informee,0.5,variance_ordinale,1.9492,0.8554,0.5381,0.8051,0.5789,0.1242
agents demographiques (v8),profil croise,naive,0.4,entropie,1.0673,0.7901,0.5263,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,naive,0.4,gini_simpson,1.2645,0.8060,0.5263,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,naive,0.4,variance_ordinale,1.3667,0.9173,0.5263,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,informee,0.4,entropie,1.0673,0.7901,0.5328,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,informee,0.4,gini_simpson,1.2645,0.8060,0.5328,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,informee,0.4,variance_ordinale,1.3667,0.9173,0.5328,0.8055,0.5785,0.1490
agents demographiques (v8),profil croise,naive,0.3,entropie,0.7018,0.8121,0.5206,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,naive,0.3,gini_simpson,0.8234,0.8321,0.5206,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,naive,0.3,variance_ordinale,0.9098,0.9662,0.5206,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,informee,0.3,entropie,0.7018,0.8121,0.5277,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,informee,0.3,gini_simpson,0.8234,0.8321,0.5277,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,informee,0.3,variance_ordinale,0.9098,0.9662,0.5277,0.8060,0.5781,0.1739
agents demographiques (v8),profil croise,naive,0.2,entropie,0.4405,0.8275,0.5161,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,naive,0.2,gini_simpson,0.5049,0.8508,0.5161,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,naive,0.2,variance_ordinale,0.5818,1.0014,0.5161,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,informee,0.2,entropie,0.4405,0.8275,0.5220,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,informee,0.2,gini_simpson,0.5049,0.8508,0.5220,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,informee,0.2,variance_ordinale,0.5818,1.0014,0.5220,0.8060,0.5778,0.1990
agents demographiques (v8),profil croise,naive,0.1,entropie,0.2802,0.8382,0.5090,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,naive,0.1,gini_simpson,0.3126,0.8631,0.5090,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,naive,0.1,variance_ordinale,0.3855,1.0230,0.5090,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,informee,0.1,entropie,0.2802,0.8382,0.5163,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,informee,0.1,gini_simpson,0.3126,0.8631,0.5163,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,informee,0.1,variance_ordinale,0.3855,1.0230,0.5163,0.8071,0.5772,0.2240
agents demographiques (v8),profil croise,naive,0.0,entropie,0.2242,0.8418,0.5031,0.8074,0.5769,0.2488
agents demographiques (v8),profil croise,naive,0.0,gini_simpson,0.2458,0.8675,0.5031,0.8074,0.5769,0.2488
agents demographiques (v8),profil croise,naive,0.0,variance_ordinale,0.3165,1.0310,0.5031,0.8074,0.5769,0.2488
agents demographiques (v8),profil croise,informee,0.0,entropie,0.2242,0.8418,0.5106,0.8074,0.5769,0.2488
agents demographiques (v8),profil croise,informee,0.0,gini_simpson,0.2458,0.8675,0.5106,0.8074,0.5769,0.2488
agents demographiques (v8),profil croise,informee,0.0,variance_ordinale,0.3165,1.0310,0.5106,0.8074,0.5769,0.2488
