perimetre,condition,item,correlation,glass_delta,rapport_ecarts_types,sd_pred,sd_humain,n
150,PMM k=10,bible,0.569459,0.105609,0.992015,0.375732,0.378756,150
150,PMM k=10,granborn,0.192140,0.032346,1.037415,0.427639,0.412216,150
150,PMM k=10,income,0.215144,0.208621,1.033638,0.273255,0.264362,150
150,PMM k=10,health,0.361810,0.152886,0.894663,0.234073,0.261632,150
150,PMM k=10,life,0.123973,0.118878,0.939862,0.263537,0.280400,150
150,IM m=10 mode des m,natspac/y,0.185044,0.057638,0.792242,0.274901,0.346991,150
150,IM m=10 mode des m,natenvir/y,0.469498,0.131042,0.917249,0.303319,0.330683,150
150,IM m=10 mode des m,natheal/y,0.330208,0.255513,0.759156,0.217881,0.287004,150
150,IM m=10 mode des m,natcity/y,0.283886,0.109365,1.002534,0.336118,0.335268,150
150,IM m=10 mode des m,natdrug/y,0.188626,0.251490,0.764762,0.253411,0.331359,150
150,IM m=10 mode des m,nateduc/y,0.215634,0.177888,0.844860,0.253300,0.299814,150
150,IM m=10 mode des m,natrace/y,0.623234,0.073963,1.019937,0.367728,0.360540,150
150,IM m=10 mode des m,natarms/y,0.429580,0.017362,0.910409,0.349576,0.383977,150
150,IM m=10 mode des m,nataid/y,0.341421,0.167522,0.865735,0.258394,0.298467,150
150,IM m=10 mode des m,natfare/y,0.491921,0.098906,0.894699,0.271379,0.303319,150
150,IM m=10 mode des m,natroad,0.135420,0.170138,0.885638,0.260270,0.293879,150
150,IM m=10 mode des m,natsoc,0.201994,0.048614,0.916515,0.251372,0.274269,150
150,IM m=10 mode des m,natmass,0.474174,0.043665,0.915321,0.279501,0.305359,150
150,IM m=10 mode des m,natpark,0.206499,0.081516,0.740445,0.211947,0.286243,150
150,IM m=10 mode des m,natchld,0.406015,0.031132,0.840035,0.269829,0.321211,150
150,IM m=10 mode des m,natsci,0.299626,0.021465,0.821217,0.255061,0.310589,150
150,IM m=10 mode des m,natenrgy,0.445964,0.110376,0.902778,0.327163,0.362396,150
150,IM m=10 mode des m,courts,0.320353,0.180263,0.892401,0.346539,0.388322,150
150,IM m=10 mode des m,discaffw,0.370333,0.150934,0.815881,0.252258,0.309185,150
150,IM m=10 mode des m,discaffm,0.416810,0.029291,0.891677,0.270599,0.303472,150
150,IM m=10 mode des m,fehire,0.468618,0.171729,0.774489,0.233014,0.300861,150
150,IM m=10 mode des m,fechld,0.349436,0.077489,0.773102,0.199540,0.258103,150
150,IM m=10 mode des m,fepresch,0.402436,0.183981,0.779843,0.216645,0.277806,150
150,IM m=10 mode des m,fefam,0.415551,0.036320,0.843694,0.258103,0.305920,150
150,IM m=10 mode des m,mobile16,0.174569,0.132479,1.041780,0.419398,0.402578,150
150,IM m=10 mode des m,incom16,0.395444,0.007957,0.744667,0.155977,0.209459,150
150,IM m=10 mode des m,conarmy,0.368791,0.141368,0.958732,0.293879,0.306529,150
150,IM m=10 mode des m,conbus,0.504732,0.146722,0.946373,0.301005,0.318062,150
150,IM m=10 mode des m,conclerg,0.465668,0.009590,1.026004,0.356609,0.347571,150
150,IM m=10 mode des m,coneduc,0.333308,0.029809,0.778909,0.261299,0.335469,150
150,IM m=10 mode des m,confed,0.446685,0.175839,0.900518,0.307276,0.341221,150
150,IM m=10 mode des m,confinan,0.492760,0.042524,0.973245,0.305157,0.313546,150
150,IM m=10 mode des m,conjudge,0.408045,0.189296,0.974270,0.360276,0.369790,150
150,IM m=10 mode des m,conlabor,0.412843,0.071802,0.954422,0.310156,0.324968,150
150,IM m=10 mode des m,conlegis,0.292987,0.183098,0.842615,0.276119,0.327693,150
150,IM m=10 mode des m,conmedic,0.433397,0.041409,0.904371,0.291202,0.321994,150
150,IM m=10 mode des m,conpress,0.214692,0.203612,0.857307,0.280699,0.327420,150
150,IM m=10 mode des m,consci,0.474430,0.174933,0.923465,0.299141,0.323933,150
150,IM m=10 mode des m,contv,0.280306,0.222860,0.981071,0.293479,0.299141,150
150,IM m=10 mode des m,happy,0.394034,0.102255,0.788069,0.256896,0.325982,150
150,IM m=10 mode des m,class,0.477549,0.077944,0.907243,0.232795,0.256596,150
150,IM m=10 mode des m,satfin,0.538894,0.026606,0.934806,0.351348,0.375851,150
150,IM m=10 mode des m,finalter,0.382452,0.085385,0.935537,0.365225,0.390391,150
150,IM m=10 mode des m,finrela,0.503460,0.033677,0.853248,0.211134,0.247448,150
150,IM m=10 mode des m,wlthwhts,0.141095,0.079050,0.631341,0.088740,0.140557,150
150,IM m=10 mode des m,wlthblks,0.277216,0.100500,0.791180,0.096219,0.121614,150
150,IM m=10 mode des m,wlthhsps,0.080682,0.149003,0.754128,0.101223,0.134225,150
150,IM m=10 mode des m,letin1a,0.511121,0.086538,0.957268,0.294980,0.308148,150
150,IM m=10 mode des m,getahead,0.197813,0.066216,0.826842,0.249743,0.302044,150
150,IM m=10 mode des m,aged,0.038961,0.035545,0.834275,0.234711,0.281336,150
150,IM m=10 mode des m,parsol,0.336046,0.217732,0.858784,0.262948,0.306186,150
150,IM m=10 mode des m,spanking,0.501330,0.063898,0.900970,0.313338,0.347778,150
150,IM m=10 mode des m,divlaw,0.236006,0.159267,0.961555,0.321994,0.334868,150
150,IM m=10 mode des m,pillok,0.536916,0.129146,0.998813,0.326545,0.326933,150
150,IM m=10 mode des m,xmarsex,0.409839,0.288244,0.740870,0.217046,0.292962,150
150,IM m=10 mode des m,homosex,0.668582,0.005435,1.074910,0.439510,0.408881,150
150,IM m=10 mode des m,marhomo,0.632139,0.208378,0.944207,0.339841,0.359922,150
150,IM m=10 mode des m,discaff,0.298274,0.169399,0.876694,0.293269,0.334517,150
150,IM m=10 mode des m,pornlaw,0.277624,0.070043,0.654773,0.186963,0.285539,150
150,IM m=10 mode des m,fair,0.467210,0.025872,0.956723,0.369790,0.386518,150
150,IM m=10 mode des m,helpful,0.427704,0.042315,0.929562,0.366127,0.393871,150
150,IM m=10 mode des m,trust,0.410247,0.214841,0.942695,0.351029,0.372368,150
150,IM m=10 mode des m,tax,0.368605,0.000000,0.884652,0.245770,0.277815,150
150,IM m=10 mode des m,news,0.214886,0.224434,0.874977,0.337877,0.386156,150
150,IM m=10 mode des m,attend,0.434908,0.251679,0.854415,0.294221,0.344354,150
150,IM m=10 mode des m,pray,0.677922,0.128342,1.044990,0.423396,0.405168,150
150,IM m=10 mode des m,bible,0.582578,0.193616,0.929524,0.352063,0.378756,150
150,IM m=10 mode des m,granborn,0.009968,0.084907,1.053354,0.434209,0.412216,150
150,IM m=10 mode des m,income,0.153204,0.488311,0.702456,0.185703,0.264362,150
150,IM m=10 mode des m,health,0.343724,0.152886,0.688186,0.180052,0.261632,150
150,IM m=10 mode des m,life,0.235471,0.059439,0.830148,0.232773,0.280400,150
150,B0 mode,natspac/y,,0.057638,0.000000,0.000000,0.346991,150
150,B0 mode,natenvir/y,,0.685450,0.000000,0.000000,0.330683,150
150,B0 mode,natheal/y,,0.650397,0.000000,0.000000,0.287004,150
150,B0 mode,natcity/y,,0.009942,0.000000,0.000000,0.335268,150
150,B0 mode,natdrug/y,,0.784648,0.000000,0.000000,0.331359,150
150,B0 mode,nateduc/y,,0.644845,0.000000,0.000000,0.299814,150
150,B0 mode,natrace/y,-0.129869,0.064718,0.556582,0.200670,0.360540,150
150,B0 mode,natarms/y,-0.161138,0.060767,0.522609,0.200670,0.383977,150
150,B0 mode,nataid/y,,0.625417,0.000000,0.000000,0.298467,150
150,B0 mode,natfare/y,,0.604425,0.000000,0.000000,0.303319,150
150,B0 mode,natroad,,0.873376,0.000000,0.000000,0.293879,150
150,B0 mode,natsoc,,0.668442,0.000000,0.000000,0.274269,150
150,B0 mode,natmass,,0.633135,0.000000,0.000000,0.305359,150
150,B0 mode,natpark,,0.407579,0.000000,0.000000,0.286243,150
150,B0 mode,natchld,,0.788681,0.000000,0.000000,0.321211,150
150,B0 mode,natsci,,0.279040,0.000000,0.000000,0.310589,150
150,B0 mode,natenrgy,,0.947397,0.000000,0.000000,0.362396,150
150,B0 mode,courts,,0.969985,0.000000,0.000000,0.388322,150
150,B0 mode,discaffw,,0.438429,0.000000,0.000000,0.309185,150
150,B0 mode,discaffm,,0.109840,0.000000,0.000000,0.303472,150
150,B0 mode,fehire,0.063536,0.105253,0.408444,0.122885,0.300861,150
150,B0 mode,fechld,,0.172197,0.000000,0.000000,0.258103,150
150,B0 mode,fepresch,,0.207979,0.000000,0.000000,0.277806,150
150,B0 mode,fefam,,0.108961,0.000000,0.000000,0.305920,150
150,B0 mode,mobile16,,1.084675,0.000000,0.000000,0.402578,150
150,B0 mode,incom16,,0.246667,0.000000,0.000000,0.209459,150
150,B0 mode,conarmy,,0.978702,0.000000,0.000000,0.306529,150
150,B0 mode,conbus,,0.167682,0.000000,0.000000,0.318062,150
150,B0 mode,conclerg,,0.863134,0.000000,0.000000,0.347571,150
150,B0 mode,coneduc,,0.168918,0.000000,0.000000,0.335469,150
150,B0 mode,confed,,0.283296,0.000000,0.000000,0.341221,150
150,B0 mode,confinan,,0.201991,0.000000,0.000000,0.313546,150
150,B0 mode,conjudge,,0.135212,0.000000,0.000000,0.369790,150
150,B0 mode,conlabor,,0.030772,0.000000,0.000000,0.324968,150
150,B0 mode,conlegis,,0.915492,0.000000,0.000000,0.327693,150
150,B0 mode,conmedic,0.109062,0.300213,0.623211,0.200670,0.321994,150
150,B0 mode,conpress,,0.468308,0.000000,0.000000,0.327420,150
150,B0 mode,consci,,0.895246,0.000000,0.000000,0.323933,150
150,B0 mode,contv,,0.557150,0.000000,0.000000,0.299141,150
150,B0 mode,happy,,0.102255,0.000000,0.000000,0.325982,150
150,B0 mode,class,,0.294454,0.000000,0.000000,0.256596,150
150,B0 mode,satfin,,0.097556,0.000000,0.000000,0.375851,150
150,B0 mode,finalter,,0.042692,0.000000,0.000000,0.390391,150
150,B0 mode,finrela,,0.350242,0.000000,0.000000,0.247448,150
150,B0 mode,wlthwhts,,0.411062,0.000000,0.000000,0.140557,150
150,B0 mode,wlthblks,,0.365455,0.000000,0.000000,0.121614,150
150,B0 mode,wlthhsps,-0.071206,0.099336,0.610341,0.081923,0.134225,150
150,B0 mode,letin1a,,0.335337,0.000000,0.000000,0.308148,150
150,B0 mode,getahead,,0.684228,0.000000,0.000000,0.302044,150
150,B0 mode,aged,,0.379143,0.000000,0.000000,0.281336,150
150,B0 mode,parsol,,0.081650,0.000000,0.000000,0.306186,150
150,B0 mode,spanking,,0.568690,0.000000,0.000000,0.347778,150
150,B0 mode,divlaw,,0.248854,0.000000,0.000000,0.334868,150
150,B0 mode,pillok,0.017050,0.339859,0.409197,0.133780,0.326933,150
150,B0 mode,xmarsex,,0.804049,0.000000,0.000000,0.292962,150
150,B0 mode,homosex,,0.755449,0.000000,0.000000,0.408881,150
150,B0 mode,marhomo,,0.810360,0.000000,0.000000,0.359922,150
150,B0 mode,discaff,,0.856957,0.000000,0.000000,0.334517,150
150,B0 mode,pornlaw,,0.221803,0.000000,0.000000,0.285539,150
150,B0 mode,fair,,0.103488,0.000000,0.000000,0.386518,150
150,B0 mode,helpful,,0.076167,0.000000,0.000000,0.393871,150
150,B0 mode,trust,,0.913076,0.000000,0.000000,0.372368,150
150,B0 mode,tax,,0.719903,0.000000,0.000000,0.277815,150
150,B0 mode,news,,0.975427,0.000000,0.000000,0.386156,150
150,B0 mode,attend,,0.793758,0.000000,0.000000,0.344354,150
150,B0 mode,pray,,1.135332,0.000000,0.000000,0.405168,150
150,B0 mode,bible,,0.132011,0.000000,0.000000,0.378756,150
150,B0 mode,granborn,,0.784379,0.000000,0.000000,0.412216,150
150,B0 mode,income,,0.756538,0.000000,0.000000,0.264362,150
150,B0 mode,health,,0.348241,0.000000,0.000000,0.261632,150
150,B0 mode,life,,0.463623,0.000000,0.000000,0.280400,150
150,B1 argmax,natspac/y,-0.030813,0.019213,0.596970,0.207143,0.346991,150
150,B1 argmax,natenvir/y,0.405668,0.362885,0.850772,0.281336,0.330683,150
150,B1 argmax,natheal/y,-0.045512,0.557483,0.441591,0.126738,0.287004,150
150,B1 argmax,natcity/y,0.262176,0.159077,0.973579,0.326410,0.335268,150
150,B1 argmax,natdrug/y,-0.014170,0.462741,0.690192,0.228701,0.331359,150
150,B1 argmax,nateduc/y,0.252954,0.444721,0.667081,0.200000,0.299814,150
150,B1 argmax,natrace/y,0.536487,0.009245,1.042262,0.375777,0.360540,150
150,B1 argmax,natarms/y,0.334298,0.069449,0.913902,0.350918,0.383977,150
150,B1 argmax,nataid/y,0.228236,0.290372,0.726205,0.216748,0.298467,150
150,B1 argmax,natfare/y,0.382627,0.274739,0.810268,0.245770,0.303319,150
150,B1 argmax,natroad,-0.050571,0.362962,0.806736,0.237082,0.293879,150
150,B1 argmax,natsoc,0.115972,0.413219,0.634685,0.174075,0.274269,150
150,B1 argmax,natmass,0.289051,0.043665,0.873199,0.266639,0.305359,150
150,B1 argmax,natpark,0.094750,0.267838,0.475474,0.136101,0.286243,150
150,B1 argmax,natchld,0.194705,0.249057,0.806253,0.258978,0.321211,150
150,B1 argmax,natsci,0.074441,0.085858,0.725880,0.225450,0.310589,150
150,B1 argmax,natenrgy,0.366162,0.248347,0.900652,0.326393,0.362396,150
150,B1 argmax,courts,0.391199,0.266102,0.973501,0.378032,0.388322,150
150,B1 argmax,discaffw,0.237455,0.194059,0.761276,0.235375,0.309185,150
150,B1 argmax,discaffm,0.291162,0.161098,0.798142,0.242214,0.303472,150
150,B1 argmax,fehire,0.240025,0.105253,0.861075,0.259064,0.300861,150
150,B1 argmax,fechld,0.156231,0.206636,0.726061,0.187398,0.258103,150
150,B1 argmax,fepresch,0.188890,0.247975,0.658179,0.182846,0.277806,150
150,B1 argmax,fefam,0.273011,0.145281,0.831805,0.254465,0.305920,150
150,B1 argmax,mobile16,0.363994,0.033120,1.054816,0.424646,0.402578,150
150,B1 argmax,incom16,0.122352,0.047742,0.730887,0.153091,0.209459,150
150,B1 argmax,conarmy,0.311832,0.163117,1.030776,0.315962,0.306529,150
150,B1 argmax,conbus,0.205878,0.282964,0.758339,0.241199,0.318062,150
150,B1 argmax,conclerg,0.186906,0.268531,0.802542,0.278940,0.347571,150
150,B1 argmax,coneduc,0.128655,0.069554,0.563968,0.189194,0.335469,150
150,B1 argmax,confed,0.328771,0.312603,0.798031,0.272305,0.341221,150
150,B1 argmax,confinan,0.136600,0.010631,0.683002,0.214153,0.313546,150
150,B1 argmax,conjudge,0.282699,0.279438,0.885419,0.327420,0.369790,150
150,B1 argmax,conlabor,0.320938,0.153861,0.655451,0.213000,0.324968,150
150,B1 argmax,conlegis,0.103327,0.325508,0.786342,0.257679,0.327693,150
150,B1 argmax,conmedic,0.338831,0.217395,0.837414,0.269642,0.321994,150
150,B1 argmax,conpress,0.152655,0.152709,0.850280,0.278398,0.327420,150
150,B1 argmax,consci,0.443236,0.195513,0.922079,0.298692,0.323933,150
150,B1 argmax,contv,0.172976,0.055715,0.831039,0.248598,0.299141,150
150,B1 argmax,happy,0.105467,0.020451,0.628783,0.204972,0.325982,150
150,B1 argmax,class,0.580076,0.043302,0.920791,0.236271,0.256596,150
150,B1 argmax,satfin,0.358709,0.133031,0.936836,0.352111,0.375851,150
150,B1 argmax,finalter,0.281591,0.042692,0.886183,0.345958,0.390391,150
150,B1 argmax,finrela,0.540883,0.080825,0.799616,0.197863,0.247448,150
150,B1 argmax,wlthwhts,0.095085,0.142291,0.616621,0.086671,0.140557,150
150,B1 argmax,wlthblks,0.042523,0.063955,0.652146,0.079310,0.121614,150
150,B1 argmax,wlthhsps,-0.000617,0.198671,0.670450,0.089991,0.134225,150
150,B1 argmax,letin1a,0.496399,0.091947,0.875192,0.269689,0.308148,150
150,B1 argmax,getahead,0.342440,0.088287,0.842123,0.254358,0.302044,150
150,B1 argmax,aged,0.097192,0.106634,0.674686,0.189813,0.281336,150
150,B1 argmax,parsol,0.283816,0.234062,0.848141,0.259689,0.306186,150
150,B1 argmax,spanking,0.399477,0.012780,0.941571,0.327458,0.347778,150
150,B1 argmax,divlaw,0.179626,0.248854,0.805220,0.269642,0.334868,150
150,B1 argmax,pillok,0.381129,0.169929,1.019005,0.333147,0.326933,150
150,B1 argmax,xmarsex,0.220756,0.394439,0.662794,0.194173,0.292962,150
150,B1 argmax,homosex,0.224751,0.244570,0.970344,0.396755,0.408881,150
150,B1 argmax,marhomo,0.356540,0.296360,0.939957,0.338312,0.359922,150
150,B1 argmax,discaff,0.298741,0.209257,0.890047,0.297736,0.334517,150
150,B1 argmax,pornlaw,0.084735,0.070043,0.571539,0.163197,0.285539,150
150,B1 argmax,fair,0.222581,0.000000,1.011169,0.390835,0.386518,150
150,B1 argmax,helpful,0.110836,0.025389,1.003132,0.395104,0.393871,150
150,B1 argmax,trust,0.160508,0.402828,0.847381,0.315537,0.372368,150
150,B1 argmax,tax,0.113853,0.299960,0.763763,0.212185,0.277815,150
150,B1 argmax,news,0.329041,0.233067,0.998987,0.385765,0.386156,150
150,B1 argmax,attend,0.249261,0.573538,0.596092,0.205267,0.344354,150
150,B1 argmax,pray,0.233729,0.177704,1.103373,0.447051,0.405168,150
150,B1 argmax,bible,0.282184,0.123210,0.874548,0.331241,0.378756,150
150,B1 argmax,granborn,0.162917,0.303239,0.940857,0.387836,0.412216,150
150,B1 argmax,income,0.212010,0.410364,0.931373,0.246220,0.264362,150
150,B1 argmax,health,0.072051,0.246317,0.562461,0.147158,0.261632,150
150,B1 argmax,life,0.211665,0.190204,0.707760,0.198456,0.280400,150
150,B2 argmax,natspac/y,0.229278,0.009606,0.347658,0.120634,0.346991,150
150,B2 argmax,natenvir/y,0.411703,0.282244,0.852214,0.281813,0.330683,150
150,B2 argmax,natheal/y,0.171072,0.592326,0.373083,0.107076,0.287004,150
150,B2 argmax,natcity/y,0.201742,0.119307,0.671336,0.225078,0.335268,150
150,B2 argmax,natdrug/y,0.221737,0.563337,0.589918,0.195475,0.331359,150
150,B2 argmax,nateduc/y,0.185718,0.522547,0.477075,0.143034,0.299814,150
150,B2 argmax,natrace/y,0.518006,0.258871,1.001204,0.360974,0.360540,150
150,B2 argmax,natarms/y,0.476484,0.034724,0.976509,0.374957,0.383977,150
150,B2 argmax,nataid/y,0.207748,0.256868,0.696281,0.207817,0.298467,150
150,B2 argmax,natfare/y,0.173313,0.472550,0.589266,0.178735,0.303319,150
150,B2 argmax,natroad,0.102425,0.533100,0.682833,0.200670,0.293879,150
150,B2 argmax,natsoc,0.191748,0.619828,0.294687,0.080824,0.274269,150
150,B2 argmax,natmass,0.433297,0.163742,0.821160,0.250748,0.305359,150
150,B2 argmax,natpark,0.306425,0.163032,0.608136,0.174075,0.286243,150
150,B2 argmax,natchld,0.346902,0.373586,0.690664,0.221849,0.321211,150
150,B2 argmax,natsci,0.260738,0.150252,0.738235,0.229287,0.310589,150
150,B2 argmax,natenrgy,0.520704,0.358723,0.909123,0.329463,0.362396,150
150,B2 argmax,courts,0.353083,0.188847,0.801906,0.311398,0.388322,150
150,B2 argmax,discaffw,0.269083,0.215621,0.504233,0.155901,0.309185,150
150,B2 argmax,discaffm,0.389375,0.102517,0.642574,0.195003,0.303472,150
150,B2 argmax,fehire,0.426937,0.216047,0.685263,0.206169,0.300861,150
150,B2 argmax,fechld,0.325935,0.241076,0.604461,0.156013,0.258103,150
150,B2 argmax,fepresch,0.326433,0.383961,0.527277,0.146481,0.277806,150
150,B2 argmax,fefam,0.458080,0.377732,0.777540,0.237865,0.305920,150
150,B2 argmax,mobile16,0.277811,0.024840,1.051375,0.423261,0.402578,150
150,B2 argmax,incom16,0.183336,0.135269,0.422758,0.088550,0.209459,150
150,B2 argmax,conarmy,0.396214,0.163117,0.901388,0.276301,0.306529,150
150,B2 argmax,conbus,0.456961,0.262004,0.748654,0.238118,0.318062,150
150,B2 argmax,conclerg,0.414076,0.297302,0.724505,0.251817,0.347571,150
150,B2 argmax,coneduc,0.311764,0.158982,0.472796,0.158608,0.335469,150
150,B2 argmax,confed,0.362642,0.117226,0.718195,0.245063,0.341221,150
150,B2 argmax,confinan,0.420606,0.010631,0.637865,0.200000,0.313546,150
150,B2 argmax,conjudge,0.372546,0.423663,0.816797,0.302044,0.369790,150
150,B2 argmax,conlabor,0.355330,0.030772,0.531200,0.172623,0.324968,150
150,B2 argmax,conlegis,0.198101,0.264475,0.757188,0.248125,0.327693,150
150,B2 argmax,conmedic,0.312458,0.248452,0.795187,0.256045,0.321994,150
150,B2 argmax,conpress,0.321223,0.010181,0.710713,0.232701,0.327420,150
150,B2 argmax,consci,0.397202,0.360156,0.758423,0.245679,0.323933,150
150,B2 argmax,contv,0.170783,0.055715,0.768521,0.229896,0.299141,150
150,B2 argmax,happy,0.285997,0.010226,0.401182,0.130778,0.325982,150
150,B2 argmax,class,0.592087,0.164548,0.784024,0.201177,0.256596,150
150,B2 argmax,satfin,0.392158,0.035475,0.862785,0.324279,0.375851,150
150,B2 argmax,finalter,0.306533,0.179308,0.723092,0.282289,0.390391,150
150,B2 argmax,finrela,0.394649,0.067354,0.598988,0.148218,0.247448,150
150,B2 argmax,wlthwhts,0.112266,0.316201,0.322765,0.045367,0.140557,150
150,B2 argmax,wlthblks,0.060422,0.018273,0.598036,0.072730,0.121614,150
150,B2 argmax,wlthhsps,-0.019521,0.124169,0.614902,0.082535,0.134225,150
150,B2 argmax,letin1a,0.434134,0.037861,0.869792,0.268025,0.308148,150
150,B2 argmax,getahead,0.166972,0.077252,0.800395,0.241754,0.302044,150
150,B2 argmax,aged,0.061811,0.319902,0.320092,0.090053,0.281336,150
150,B2 argmax,parsol,0.284084,0.027217,0.692993,0.212185,0.306186,150
150,B2 argmax,spanking,0.435522,0.261981,0.946599,0.329206,0.347778,150
150,B2 argmax,divlaw,0.298164,0.228946,0.853101,0.285676,0.334868,150
150,B2 argmax,pillok,0.571725,0.367047,0.885123,0.289376,0.326933,150
150,B2 argmax,xmarsex,0.299452,0.235146,0.754389,0.221007,0.292962,150
150,B2 argmax,homosex,0.587463,0.271744,0.968274,0.395909,0.408881,150
150,B2 argmax,marhomo,0.567108,0.328775,0.917351,0.330175,0.359922,150
150,B2 argmax,discaff,0.375454,0.318868,0.760374,0.254358,0.334517,150
150,B2 argmax,pornlaw,0.239697,0.116738,0.417250,0.119141,0.285539,150
150,B2 argmax,fair,0.383472,0.008624,0.735700,0.284361,0.386518,150
150,B2 argmax,helpful,0.334895,0.033852,0.797691,0.314187,0.393871,150
150,B2 argmax,trust,0.322255,0.304359,0.817089,0.304258,0.372368,150
150,B2 argmax,tax,0.157725,0.011998,0.882109,0.245063,0.277815,150
150,B2 argmax,news,0.302895,0.582666,0.779118,0.300861,0.386156,150
150,B2 argmax,attend,0.425387,0.428339,0.864448,0.297676,0.344354,150
150,B2 argmax,pray,0.583645,0.404770,1.096669,0.444335,0.405168,150
150,B2 argmax,bible,0.618822,0.360830,1.009275,0.382269,0.378756,150
150,B2 argmax,granborn,-0.057137,0.687343,0.476973,0.196616,0.412216,150
150,B2 argmax,income,,0.756538,0.000000,0.000000,0.264362,150
150,B2 argmax,health,0.238124,0.195355,0.415405,0.108683,0.261632,150
150,B2 argmax,life,0.143671,0.332858,0.466398,0.130778,0.280400,150
150,B3 foret,natspac/y,-0.083473,0.057638,0.166945,0.057928,0.346991,150
150,B3 foret,natenvir/y,0.414456,0.443527,0.744868,0.246315,0.330683,150
150,B3 foret,natheal/y,-0.053461,0.638783,0.142245,0.040825,0.287004,150
150,B3 foret,natcity/y,0.135330,0.198846,0.675768,0.226564,0.335268,150
150,B3 foret,natdrug/y,0.113297,0.684052,0.377656,0.125140,0.331359,150
150,B3 foret,nateduc/y,0.119303,0.622609,0.191922,0.057541,0.299814,150
150,B3 foret,natrace/y,0.535265,0.138681,0.992875,0.357971,0.360540,150
150,B3 foret,natarms/y,0.419370,0.060767,0.899468,0.345375,0.383977,150
150,B3 foret,nataid/y,0.171750,0.524904,0.399177,0.119141,0.298467,150
150,B3 foret,natfare/y,0.194517,0.549477,0.296894,0.090053,0.303319,150
150,B3 foret,natroad,0.012909,0.442359,0.742445,0.218189,0.293879,150
150,B3 foret,natsoc,,0.668442,0.000000,0.000000,0.274269,150
150,B3 foret,natmass,0.355310,0.054581,0.785317,0.239803,0.305359,150
150,B3 foret,natpark,-0.033502,0.395934,0.142623,0.040825,0.286243,150
150,B3 foret,natchld,0.154271,0.425473,0.660577,0.212185,0.321211,150
150,B3 foret,natsci,0.060171,0.032197,0.581984,0.180758,0.310589,150
150,B3 foret,natenrgy,0.350160,0.423110,0.761086,0.275815,0.362396,150
150,B3 foret,courts,0.411623,0.480700,0.812565,0.315537,0.388322,150
150,B3 foret,discaffw,0.294129,0.244370,0.530959,0.164165,0.309185,150
150,B3 foret,discaffm,0.080217,0.212357,0.545080,0.165417,0.303472,150
150,B3 foret,fehire,0.232305,0.210507,0.606559,0.182490,0.300861,150
150,B3 foret,fechld,0.161615,0.189416,0.581814,0.150168,0.258103,150
150,B3 foret,fepresch,0.040498,0.263973,0.289492,0.080423,0.277806,150
150,B3 foret,fefam,0.401359,0.188866,0.657130,0.201029,0.305920,150
150,B3 foret,mobile16,0.326434,0.124199,1.068565,0.430181,0.402578,150
150,B3 foret,incom16,0.096646,0.190968,0.252592,0.052908,0.209459,150
150,B3 foret,conarmy,0.179723,0.239238,0.814745,0.249743,0.306529,150
150,B3 foret,conbus,0.374413,0.167682,0.646154,0.205517,0.318062,150
150,B3 foret,conclerg,0.217047,0.450748,0.652701,0.226860,0.347571,150
150,B3 foret,coneduc,0.048450,0.158982,0.272848,0.091532,0.335469,150
150,B3 foret,confed,0.264389,0.253990,0.728554,0.248598,0.341221,150
150,B3 foret,confinan,0.106874,0.127573,0.337479,0.105815,0.313546,150
150,B3 foret,conjudge,0.201114,0.243381,0.719918,0.266219,0.369790,150
150,B3 foret,conlabor,0.149480,0.082059,0.329498,0.107076,0.324968,150
150,B3 foret,conlegis,0.008311,0.294992,0.752011,0.246429,0.327693,150
150,B3 foret,conmedic,0.355400,0.175987,0.778944,0.250815,0.321994,150
150,B3 foret,conpress,0.125055,0.193432,0.759264,0.248598,0.327420,150
150,B3 foret,consci,0.470315,0.257254,0.783314,0.253742,0.323933,150
150,B3 foret,contv,0.148134,0.033429,0.801639,0.239803,0.299141,150
150,B3 foret,happy,0.117672,0.092030,0.125237,0.040825,0.325982,150
150,B3 foret,class,0.527441,0.112585,0.866374,0.222308,0.256596,150
150,B3 foret,satfin,0.387279,0.203982,0.793712,0.298317,0.375851,150
150,B3 foret,finalter,0.316615,0.034154,0.763815,0.298186,0.390391,150
150,B3 foret,finrela,0.420949,0.134709,0.698268,0.172785,0.247448,150
150,B3 foret,wlthwhts,0.175942,0.332011,0.296770,0.041713,0.140557,150
150,B3 foret,wlthblks,0.122254,0.100500,0.543023,0.066039,0.121614,150
150,B3 foret,wlthhsps,0.033223,0.223505,0.622927,0.083613,0.134225,150
150,B3 foret,letin1a,0.463165,0.237981,0.783864,0.241546,0.308148,150
150,B3 foret,getahead,0.324020,0.165539,0.770422,0.232701,0.302044,150
150,B3 foret,aged,-0.031165,0.367295,0.145111,0.040825,0.281336,150
150,B3 foret,parsol,0.225600,0.185073,0.592999,0.181568,0.306186,150
150,B3 foret,spanking,0.404684,0.051118,0.913205,0.317593,0.347778,150
150,B3 foret,divlaw,0.093375,0.159267,0.667672,0.223582,0.334868,150
150,B3 foret,pillok,0.417653,0.387439,0.867528,0.283624,0.326933,150
150,B3 foret,xmarsex,0.210916,0.576488,0.527290,0.154476,0.292962,150
150,B3 foret,homosex,0.297787,0.315223,0.942755,0.385475,0.408881,150
150,B3 foret,marhomo,0.330630,0.467693,0.887936,0.319588,0.359922,150
150,B3 foret,discaff,0.321759,0.438443,0.695275,0.232581,0.334517,150
