condition,item,n_cellules,distance,entropie_humaine,entropie_simulee,ratio_entropie,ecart_desirabilite,perimetre,camp,n_personnes,classe_norc,type,classe_comportement,pole_endogroupe
agents enquete,savesoul,45,0.133333,0.852671,0.582539,0.683194,-0.133333,150,centre,45,investiguer,binaire,comportement,
agents demographiques (v6),savesoul,45,0.177778,0.852671,0.448780,0.526323,-0.177778,150,centre,45,investiguer,binaire,comportement,
agents v7,savesoul,45,0.088889,0.852671,0.691221,0.810655,-0.088889,150,centre,45,investiguer,binaire,comportement,
agents v8,savesoul,45,0.244444,0.852671,0.169772,0.199106,-0.244444,150,centre,45,investiguer,binaire,comportement,
C2,savesoul,45,0.155556,0.852671,0.519288,0.609014,-0.155556,150,centre,45,investiguer,binaire,comportement,
C3,savesoul,45,0.022222,0.852671,0.883312,1.035935,0.022222,150,centre,45,investiguer,binaire,comportement,
B0 mode,savesoul,45,0.266667,0.852671,0.000000,0.000000,-0.266667,150,centre,45,investiguer,binaire,comportement,
B0 tirage,savesoul,45,0.066667,0.852671,0.934326,1.095764,0.066667,150,centre,45,investiguer,binaire,comportement,
B1 argmax,savesoul,45,0.111111,0.852671,0.639600,0.750114,-0.111111,150,centre,45,investiguer,binaire,comportement,
B2 argmax,savesoul,45,0.088889,0.852671,0.691221,0.810655,-0.088889,150,centre,45,investiguer,binaire,comportement,
B3 foret,savesoul,45,0.200000,0.852671,0.369389,0.433214,-0.200000,150,centre,45,investiguer,binaire,comportement,
humains vague 2,savesoul,45,0.022222,0.852671,0.818383,0.959788,-0.022222,150,centre,45,investiguer,binaire,comportement,
agents composite,granborn,45,0.033333,1.642290,1.395283,0.849596,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents entretien (v3),granborn,45,0.022222,1.642290,1.376706,0.838284,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents enquete,granborn,45,0.177778,1.642290,1.739850,1.059405,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents demographiques (v6),granborn,45,0.111111,1.642290,1.588914,0.967499,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents v7,granborn,45,0.050000,1.642290,1.289583,0.785235,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents v8,granborn,45,0.050000,1.642290,1.256454,0.765062,,150,centre,45,non teste,ordinal 3 et plus,comportement,
C2,granborn,45,0.233333,1.642290,0.536924,0.326936,,150,centre,45,non teste,ordinal 3 et plus,comportement,
C3,granborn,45,0.272222,1.642290,0.000000,0.000000,,150,centre,45,non teste,ordinal 3 et plus,comportement,
B0 mode,granborn,45,0.272222,1.642290,0.000000,0.000000,,150,centre,45,non teste,ordinal 3 et plus,comportement,
B0 tirage,granborn,45,0.105556,1.642290,1.725357,1.050580,,150,centre,45,non teste,ordinal 3 et plus,comportement,
B1 argmax,granborn,45,0.094444,1.642290,0.906829,0.552173,,150,centre,45,non teste,ordinal 3 et plus,comportement,
B2 argmax,granborn,45,0.272222,1.642290,0.000000,0.000000,,150,centre,45,non teste,ordinal 3 et plus,comportement,
B3 foret,granborn,45,0.227778,1.642290,0.278341,0.169484,,150,centre,45,non teste,ordinal 3 et plus,comportement,
humains vague 2,granborn,45,0.022222,1.642290,1.812060,1.103373,,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents composite,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents entretien (v3),uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents enquete,uscitzn*,45,0.288889,0.000000,0.883312,,,150,centre,45,non teste,binaire,comportement,
agents demographiques (v6),uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents v7,uscitzn*,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,binaire,comportement,
agents v8,uscitzn*,45,0.066667,0.000000,0.369389,,,150,centre,45,non teste,binaire,comportement,
C2,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
C3,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B0 mode,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B0 tirage,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B1 argmax,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B2 argmax,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B3 foret,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
humains vague 2,uscitzn*,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents composite,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents entretien (v3),fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents enquete,fucitzn,45,0.288889,0.000000,1.273276,,,150,centre,45,non teste,nominal,comportement,
agents demographiques (v6),fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents v7,fucitzn,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,nominal,comportement,
agents v8,fucitzn,45,0.066667,0.000000,0.369389,,,150,centre,45,non teste,nominal,comportement,
C2,fucitzn,45,0.911111,0.000000,0.448780,,,150,centre,45,non teste,nominal,comportement,
C3,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B0 mode,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B0 tirage,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B1 argmax,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B2 argmax,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B3 foret,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
humains vague 2,fucitzn,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents composite,mnthsusa,44,0.113636,0.000000,0.527182,,,150,centre,45,non teste,nominal,comportement,
agents entretien (v3),mnthsusa,45,0.155556,0.000000,0.639600,,,150,centre,45,non teste,nominal,comportement,
agents enquete,mnthsusa,45,0.088889,0.000000,0.448780,,,150,centre,45,non teste,nominal,comportement,
agents demographiques (v6),mnthsusa,44,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents v7,mnthsusa,45,0.200000,0.000000,0.854640,,,150,centre,45,non teste,nominal,comportement,
agents v8,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
C2,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
C3,mnthsusa,45,0.066667,0.000000,0.369389,,,150,centre,45,non teste,nominal,comportement,
B0 mode,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B0 tirage,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B1 argmax,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B2 argmax,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
B3 foret,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
humains vague 2,mnthsusa,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,nominal,comportement,
agents composite,income,45,0.046465,2.562706,2.170515,0.846962,0.034343,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents entretien (v3),income,43,0.049988,2.562706,2.250269,0.878083,0.033451,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents enquete,income,44,0.071579,2.562706,2.186862,0.853341,0.039073,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents demographiques (v6),income,44,0.004316,2.562706,2.600012,1.014557,-0.004316,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents v7,income,43,0.132817,2.562706,1.108201,0.432434,0.132817,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents v8,income,43,0.168757,2.562706,0.745865,0.291046,0.168757,150,centre,45,non teste,ordinal 3 et plus,comportement,
C2,income,45,0.202020,2.562706,2.447898,0.955201,-0.202020,150,centre,45,non teste,ordinal 3 et plus,comportement,
C3,income,45,0.294949,2.562706,1.955835,0.763192,-0.294949,150,centre,45,non teste,ordinal 3 et plus,comportement,
B0 mode,income,45,0.189899,2.562706,0.000000,0.000000,0.189899,150,centre,45,non teste,ordinal 3 et plus,comportement,
B0 tirage,income,45,0.028283,2.562706,2.436774,0.950860,-0.004040,150,centre,45,non teste,ordinal 3 et plus,comportement,
B1 argmax,income,45,0.111111,2.562706,1.376368,0.537076,0.107071,150,centre,45,non teste,ordinal 3 et plus,comportement,
B2 argmax,income,45,0.189899,2.562706,0.000000,0.000000,0.189899,150,centre,45,non teste,ordinal 3 et plus,comportement,
B3 foret,income,45,0.129293,2.562706,1.051531,0.410321,0.125253,150,centre,45,non teste,ordinal 3 et plus,comportement,
humains vague 2,income,45,0.030303,2.562706,2.924669,1.141243,-0.026263,150,centre,45,non teste,ordinal 3 et plus,comportement,
agents composite,othlang,45,0.022222,0.852671,0.818383,0.959788,,150,centre,45,temoin,binaire,comportement,
agents entretien (v3),othlang,45,0.022222,0.852671,0.883312,1.035935,,150,centre,45,temoin,binaire,comportement,
agents enquete,othlang,45,0.022222,0.852671,0.883312,1.035935,,150,centre,45,temoin,binaire,comportement,
agents demographiques (v6),othlang,45,0.000000,0.852671,0.852671,1.000000,,150,centre,45,temoin,binaire,comportement,
agents v7,othlang,45,0.088889,0.852671,0.691221,0.810655,,150,centre,45,temoin,binaire,comportement,
agents v8,othlang,45,0.000000,0.852671,0.852671,1.000000,,150,centre,45,temoin,binaire,comportement,
C2,othlang,45,0.533333,0.852671,0.737958,0.865467,,150,centre,45,temoin,binaire,comportement,
C3,othlang,45,0.622222,0.852671,0.519288,0.609014,,150,centre,45,temoin,binaire,comportement,
B0 mode,othlang,45,0.266667,0.852671,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B0 tirage,othlang,45,0.044444,0.852671,0.910482,1.067800,,150,centre,45,temoin,binaire,comportement,
B1 argmax,othlang,45,0.155556,0.852671,0.519288,0.609014,,150,centre,45,temoin,binaire,comportement,
B2 argmax,othlang,45,0.266667,0.852671,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B3 foret,othlang,45,0.222222,0.852671,0.278341,0.326435,,150,centre,45,temoin,binaire,comportement,
humains vague 2,othlang,45,0.022222,0.852671,0.818383,0.959788,,150,centre,45,temoin,binaire,comportement,
agents composite,health,45,0.066667,1.763321,1.811836,1.027514,-0.066667,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents entretien (v3),health,45,0.081481,1.763321,1.820098,1.032199,-0.081481,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents enquete,health,45,0.118519,1.763321,0.818383,0.464115,0.014815,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents demographiques (v6),health,44,0.162121,1.763321,0.527182,0.298971,0.058418,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents v7,health,45,0.162963,1.763321,0.536924,0.304496,0.059259,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents v8,health,45,0.185185,1.763321,0.278341,0.157851,0.081481,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
C2,health,45,0.162963,1.763321,0.519288,0.294495,0.059259,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
C3,health,45,0.096296,1.763321,1.007106,0.571142,-0.051852,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
B0 mode,health,45,0.200000,1.763321,0.000000,0.000000,0.096296,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
B0 tirage,health,45,0.037037,1.763321,1.678614,0.951962,-0.007407,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
B1 argmax,health,45,0.140741,1.763321,0.803885,0.455893,0.051852,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
B2 argmax,health,45,0.133333,1.763321,0.737958,0.418505,0.029630,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
B3 foret,health,45,0.192593,1.763321,0.169772,0.096280,0.088889,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
humains vague 2,health,45,0.029630,1.763321,1.601381,0.908162,0.000000,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents composite,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
agents entretien (v3),compuse*,45,0.000000,0.169772,0.169772,1.000000,,150,centre,45,temoin,binaire,comportement,
agents enquete,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
agents demographiques (v6),compuse*,44,0.000505,0.169772,0.172885,1.018338,,150,centre,45,temoin,binaire,comportement,
agents v7,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
agents v8,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
C2,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
C3,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B0 mode,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B0 tirage,compuse*,45,0.000000,0.169772,0.169772,1.000000,,150,centre,45,temoin,binaire,comportement,
B1 argmax,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B2 argmax,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
B3 foret,compuse*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,temoin,binaire,comportement,
humains vague 2,compuse*,45,0.044444,0.169772,0.369389,2.175795,,150,centre,45,temoin,binaire,comportement,
agents composite,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents entretien (v3),webmob,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,binaire,comportement,
agents enquete,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents demographiques (v6),webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
agents v7,webmob,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,binaire,comportement,
agents v8,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
C2,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
C3,webmob,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,binaire,comportement,
B0 mode,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B0 tirage,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B1 argmax,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B2 argmax,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
B3 foret,webmob,45,0.000000,0.000000,0.000000,,,150,centre,45,non teste,binaire,comportement,
humains vague 2,webmob,45,0.022222,0.000000,0.169772,,,150,centre,45,non teste,binaire,comportement,
agents composite,xmovie,45,0.222222,0.954962,0.582539,0.610013,0.222222,150,centre,45,non teste,binaire,comportement,
agents entretien (v3),xmovie,45,0.288889,0.954962,0.369389,0.386810,0.288889,150,centre,45,non teste,binaire,comportement,
agents enquete,xmovie,43,0.039793,0.954962,0.984940,1.031392,-0.039793,150,centre,45,non teste,binaire,comportement,
agents demographiques (v6),xmovie,45,0.244444,0.954962,0.519288,0.543779,0.244444,150,centre,45,non teste,binaire,comportement,
agents v7,xmovie,45,0.155556,0.954962,0.737958,0.772762,0.155556,150,centre,45,non teste,binaire,comportement,
agents v8,xmovie,45,0.066667,0.954962,0.883312,0.924970,0.066667,150,centre,45,non teste,binaire,comportement,
C2,xmovie,45,0.311111,0.954962,0.278341,0.291468,0.311111,150,centre,45,non teste,binaire,comportement,
C3,xmovie,45,0.355556,0.954962,0.000000,0.000000,0.355556,150,centre,45,non teste,binaire,comportement,
B0 mode,xmovie,45,0.355556,0.954962,0.000000,0.000000,0.355556,150,centre,45,non teste,binaire,comportement,
B0 tirage,xmovie,45,0.133333,0.954962,1.015674,1.063575,-0.133333,150,centre,45,non teste,binaire,comportement,
B1 argmax,xmovie,45,0.155556,0.954962,0.737958,0.772762,0.155556,150,centre,45,non teste,binaire,comportement,
B2 argmax,xmovie,45,0.288889,0.954962,0.369389,0.386810,0.288889,150,centre,45,non teste,binaire,comportement,
B3 foret,xmovie,45,0.200000,0.954962,0.639600,0.669765,0.200000,150,centre,45,non teste,binaire,comportement,
humains vague 2,xmovie,45,0.000000,0.954962,0.954962,1.000000,0.000000,150,centre,45,non teste,binaire,comportement,
agents composite,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
agents entretien (v3),usewww*,45,0.000000,0.169772,0.169772,1.000000,,150,centre,45,non teste,binaire,comportement,
agents enquete,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
agents demographiques (v6),usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
agents v7,usewww*,45,0.000000,0.169772,0.169772,1.000000,,150,centre,45,non teste,binaire,comportement,
agents v8,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
C2,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
C3,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
B0 mode,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
B0 tirage,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
B1 argmax,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
B2 argmax,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
B3 foret,usewww*,45,0.022222,0.169772,0.000000,0.000000,,150,centre,45,non teste,binaire,comportement,
humains vague 2,usewww*,45,0.000000,0.169772,0.169772,1.000000,,150,centre,45,non teste,binaire,comportement,
agents composite,life,45,0.100000,1.078274,0.553699,0.513505,-0.100000,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents entretien (v3),life,45,0.144444,1.078274,0.685239,0.635496,-0.144444,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents enquete,life,44,0.054545,1.078274,1.325516,1.229294,-0.054545,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
agents demographiques (v6),life,45,0.144444,1.078274,0.000000,0.000000,-0.100000,150,centre,45,temoin,ordinal 3 et plus,auto evaluation,
